ID,Fecha,Fecha Envío,Fecha Entrega,Cliente,SKU,Cantidad,Precio Unitario USD,Subtotal USD,Descuento %,Impuesto USD,Total USD,Método de Pago,Canal de Venta,Almacén Origen,Transporte,Número Tracking,Estado,Observaciones
VENT-0387,2024-05-20,2024-05-22,2024-05-26,CLI-069,SKU-0058,21.0,104.89,2202.69,16.6,352.43,2189.47,Stripe,Presencial,ALM-04,TR-004,TRK1242049785,Completada,Urgente
VENT-0388,2024-03-10,2024-03-13,2024-03-14,CLI-017,SKU-0169,12.0,857.2,10286.4,18.6,1645.82,10018.95,Mercado Pago,App Móvil,ALM-03,TR-021,TRK9460701413,Devuelta,
VENT-0389,2024-09-09,2024-09-11,2024-09-18,CLI-055,SKU-0198,18.0,528.86,9519.48,10.9,1523.12,10004.98,Efectivo,App Móvil,ALM-06,TR-018,TRK2394679025,Completada,Cliente satisfecho
VENT-0390,2024-04-13,2024-04-16,2024-04-15,CLI-022,SKU-0175,23.0,211.95,4874.85,17.2,779.98,4816.36,PayPal,Presencial,ALM-08,TR-012,TRK3641180615,Devuelta,
VENT-0391,2025-01-06,2025-01-08,2025-01-16,CLI-008,SKU-0087,4.0,523.27,2093.08,12.7,334.89,2162.15,Tarjeta de crédito,Presencial,ALM-08,TR-015,TRK6614623134,Devuelta,
VENT-0392,2024-10-31,2024-11-03,2024-11-14,CLI-098,SKU-0094,41.0,271.86,11146.26,15.4,1783.4,11213.14,PayPal,App Móvil,ALM-05,TR-004,TRK8920368341,Completada,Requiere seguimiento
VENT-0393,2024-07-23,2024-07-25,2024-07-28,CLI-075,SKU-0077,45.0,744.62,33507.9,11.4,5361.26,35049.26,Mercado Pago,Marketplace,ALM-04,TR-002,TRK2431813429,Devuelta,
VENT-0394,2024-03-11,2024-03-12,2024-03-15,CLI-029,SKU-0050,8.0,523.88,4191.04,8.4,670.57,4509.56,Mercado Pago,App Móvil,ALM-09,TR-020,TRK5210798990,Cancelada,
VENT-0395,2025-07-24,2025-07-24,2025-07-30,CLI-066,SKU-0122,33.0,527.96,17422.68,3.5,2787.63,19600.52,Mercado Pago,Teléfono,ALM-08,TR-018,TRK3041045082,Completada,Cliente satisfecho
VENT-0396,2024-07-04,2024-07-04,2024-07-12,CLI-072,SKU-0112,12.0,352.78,4233.36,1.3,677.34,4855.67,Stripe,Presencial,ALM-07,TR-011,TRK6267460413,Completada,
VENT-0397,2024-07-11,2024-07-13,2024-07-16,CLI-066,SKU-0145,7.0,384.99,2694.93,13.7,431.19,2756.91,Mercado Pago,E-commerce,ALM-08,TR-003,TRK8452716021,Devuelta,Urgente
VENT-0398,2024-11-13,2024-11-14,2024-11-17,CLI-021,SKU-0152,26.0,571.08,14848.08,1.3,2375.69,17030.74,Mercado Pago,E-commerce,ALM-03,TR-019,TRK8704599167,Pendiente,Requiere seguimiento
VENT-0399,2025-12-07,2025-12-07,2025-12-09,CLI-007,SKU-0157,38.0,560.09,21283.42,15.8,3405.35,21325.99,Tarjeta de crédito,Marketplace,ALM-10,TR-018,TRK6756477375,Completada,
VENT-0400,2025-12-22,2025-12-22,2025-12-31,CLI-069,SKU-0060,44.0,667.1,29352.4,3.3,4696.38,33080.15,PayPal,E-commerce,ALM-09,TR-010,TRK9180203758,Completada,Cliente satisfecho
VENT-0401,2024-10-31,2024-11-03,2024-11-10,CLI-050,SKU-0071,48.0,850.31,40814.88,15.5,6530.38,41018.95,Efectivo,E-commerce,ALM-03,TR-018,TRK7400696542,En proceso,
VENT-0402,2024-05-26,2024-05-26,2024-06-03,CLI-067,SKU-0190,8.0,774.07,6192.56,1.0,990.81,7121.44,Stripe,Marketplace,ALM-08,TR-024,TRK5886208179,Completada,OK
VENT-0403,2025-06-25,2025-06-27,2025-07-10,CLI-011,SKU-0119,1.0,840.98,840.98,15.0,134.56,849.39,Efectivo,Presencial,ALM-02,TR-009,TRK6180205939,Devuelta,
VENT-0404,2024-08-10,2024-08-10,2024-08-14,CLI-067,SKU-0101,34.0,183.85,6250.9,3.6,1000.14,7026.01,PayPal,Marketplace,ALM-06,TR-025,TRK3303717655,Completada,
VENT-0405,2024-12-10,2024-12-10,2024-12-25,CLI-079,SKU-0126,35.0,163.83,5734.05,18.9,917.45,5567.76,Mercado Pago,Web,ALM-10,TR-022,TRK5747511450,Devuelta,
VENT-0406,2025-03-09,2025-03-10,2025-03-13,CLI-048,SKU-0081,10.0,548.22,5482.2,8.5,877.15,5893.36,Mercado Pago,Presencial,ALM-02,TR-021,TRK4224910465,Devuelta,
VENT-0407,2024-01-21,2024-01-21,2024-01-23,CLI-099,SKU-0172,21.0,256.13,5378.73,13.5,860.6,5513.2,PayPal,Teléfono,ALM-10,TR-003,TRK1044818985,Completada,OK
VENT-0408,2024-09-06,2024-09-09,2024-09-07,CLI-040,SKU-0035,42.0,792.91,33302.22,7.0,5328.36,36299.42,PayPal,Web,ALM-09,TR-011,TRK4425670637,Completada,
VENT-0409,2026-01-01,2026-01-04,2026-01-05,CLI-037,SKU-0084,4.0,803.46,3213.84,6.0,514.21,3535.22,Cheque,Web,ALM-06,TR-023,TRK7575292711,Completada,Urgente
VENT-0410,2025-12-07,2025-12-09,2025-12-16,CLI-097,SKU-0103,9.0,832.01,7488.09,1.6,1198.09,8566.37,Stripe,Marketplace,ALM-07,TR-019,TRK2053753182,En proceso,
VENT-0411,2024-11-25,2024-11-28,2024-11-27,CLI-080,SKU-0016,46.0,105.69,4861.74,6.7,777.88,5313.88,Efectivo,App Móvil,ALM-05,TR-015,TRK3858984193,Completada,Requiere seguimiento
VENT-0412,2024-12-31,2025-01-02,2025-01-13,CLI-050,SKU-0097,16.0,567.83,9085.28,11.4,1453.64,9503.2,Tarjeta de crédito,Web,ALM-07,TR-010,TRK6351955883,Completada,
VENT-0413,2024-06-11,2024-06-14,2024-06-24,CLI-066,SKU-0062,31.0,488.93,15156.83,9.1,2425.09,16202.65,Stripe,E-commerce,ALM-07,TR-001,TRK6366020510,Completada,
VENT-0414,2025-02-26,2025-02-26,2025-02-27,CLI-049,SKU-0066,17.0,154.95,2634.15,14.1,421.46,2684.19,Tarjeta de crédito,Marketplace,ALM-08,TR-011,TRK6174309086,Pendiente,Urgente
VENT-0415,2025-11-16,2025-11-16,2025-11-19,CLI-034,SKU-0011,24.0,870.67,20896.08,0.7,3343.37,24093.18,Cheque,Teléfono,ALM-01,TR-009,TRK5907901744,Cancelada,
VENT-0416,2024-09-22,2024-09-24,2024-09-30,CLI-055,SKU-0035,33.0,797.89,26330.37,5.3,4212.86,29147.72,Tarjeta de crédito,Marketplace,ALM-10,TR-008,TRK7837492049,Completada,
VENT-0417,2025-02-15,2025-02-17,2025-02-27,CLI-074,SKU-0106,37.0,737.83,27299.71,8.4,4367.95,29374.48,Mercado Pago,App Móvil,ALM-10,TR-021,TRK4950794264,Completada,
VENT-0418,2025-06-05,2025-06-08,2025-06-18,CLI-065,SKU-0138,49.0,786.56,38541.44,18.8,6166.63,37462.28,Efectivo,Presencial,ALM-06,TR-004,TRK2948517122,Devuelta,
VENT-0419,2025-07-20,2025-07-20,2025-08-02,CLI-059,SKU-0069,13.0,117.02,1521.26,19.4,243.4,1469.54,Tarjeta de crédito,E-commerce,ALM-05,TR-025,TRK4560527466,Completada,Cliente satisfecho
VENT-0420,2025-06-03,2025-06-06,2025-06-07,CLI-027,SKU-0152,33.0,708.01,23364.33,18.0,3738.29,22897.04,PayPal,E-commerce,ALM-08,TR-021,TRK8505081222,Completada,
VENT-0421,2024-09-14,2024-09-14,2024-09-18,CLI-028,SKU-0104,19.0,708.78,13466.82,9.0,2154.69,14409.5,Stripe,Web,ALM-10,TR-001,TRK9381688418,Completada,Urgente
VENT-0422,2024-09-27,2024-09-28,2024-09-28,CLI-003,SKU-0048,35.0,202.17,7075.95,2.7,1132.15,8017.05,Efectivo,Web,ALM-03,TR-008,TRK4841584895,Completada,Requiere seguimiento
VENT-0423,2024-03-08,2024-03-08,2024-03-09,CLI-058,SKU-0119,9.0,105.86,952.74,15.2,152.44,960.36,Stripe,App Móvil,ALM-08,TR-023,TRK8319287827,Completada,
VENT-0424,2025-07-18,2025-07-18,2025-07-19,CLI-021,SKU-0070,24.0,898.26,21558.24,4.8,3449.32,23972.76,PayPal,E-commerce,ALM-10,TR-010,TRK1620377358,Pendiente,OK
VENT-0425,2026-02-01,2026-02-04,2026-02-06,CLI-004,SKU-0151,47.0,688.3,32350.1,9.5,5176.02,34452.86,Mercado Pago,Marketplace,ALM-07,TR-007,TRK1787405993,En proceso,
VENT-0426,2025-12-11,2025-12-12,2025-12-14,CLI-064,SKU-0077,10.0,248.42,2484.2,0.3,397.47,2874.22,Cheque,Web,ALM-02,TR-018,TRK1221696347,Completada,Cliente satisfecho
VENT-0427,2024-02-21,2024-02-24,2024-02-22,CLI-049,SKU-0135,28.0,179.37,5022.36,7.6,803.58,5444.24,Transferencia,Marketplace,ALM-07,TR-015,TRK1729436734,Completada,
VENT-0428,2025-02-28,2025-03-01,2025-03-02,CLI-005,SKU-0153,22.0,723.55,15918.1,4.7,2546.9,17716.85,PayPal,Presencial,ALM-04,TR-014,TRK3505651251,Completada,Requiere seguimiento
VENT-0429,2025-05-21,2025-05-22,2025-05-24,CLI-060,SKU-0122,39.0,350.39,13665.21,1.2,2186.43,15687.66,Efectivo,Marketplace,ALM-01,TR-001,TRK8724627781,Completada,OK
VENT-0430,2024-06-24,2024-06-25,2024-06-26,CLI-012,SKU-0049,49.0,722.95,35424.55,13.1,5667.93,36451.86,Tarjeta de crédito,Teléfono,ALM-09,TR-013,TRK3432547646,Devuelta,
VENT-0431,2024-09-16,2024-09-18,2024-09-30,CLI-084,SKU-0100,32.0,214.03,6848.96,2.4,1095.83,7780.41,Stripe,Presencial,ALM-07,TR-004,TRK9584753191,Completada,
VENT-0432,2024-11-09,2024-11-10,2024-11-16,CLI-071,SKU-0018,31.0,767.39,23789.09,9.1,3806.25,25430.53,Tarjeta de crédito,Teléfono,ALM-04,TR-025,TRK6590047612,Completada,
VENT-0433,2024-12-16,2024-12-17,2024-12-20,CLI-047,SKU-0037,6.0,618.36,3710.16,0.3,593.63,4292.66,PayPal,Presencial,ALM-02,TR-005,TRK9663024857,Pendiente,Cliente satisfecho
VENT-0434,2024-01-24,2024-01-25,2024-02-04,CLI-095,SKU-0115,31.0,806.64,25005.84,7.5,4000.93,27131.33,Transferencia,E-commerce,ALM-06,TR-011,TRK1405330575,Completada,OK
VENT-0435,2026-01-07,2026-01-07,2026-01-18,CLI-053,SKU-0021,42.0,472.49,19844.58,16.4,3175.13,19765.2,Transferencia,Presencial,ALM-06,TR-023,TRK7614463949,Completada,Urgente
VENT-0436,2024-11-23,2024-11-23,2024-11-26,CLI-005,SKU-0034,7.0,185.04,1295.28,13.3,207.24,1330.25,Mercado Pago,E-commerce,ALM-09,TR-013,TRK8314839086,Cancelada,Cliente satisfecho
VENT-0437,2025-06-10,2025-06-13,2025-06-13,CLI-062,SKU-0143,28.0,732.93,20522.04,18.2,3283.53,20070.56,Transferencia,E-commerce,ALM-07,TR-002,TRK4899205837,Pendiente,Cliente satisfecho
VENT-0438,2025-11-04,2025-11-04,2025-11-14,CLI-059,SKU-0067,2.0,508.94,1017.88,4.6,162.86,1133.92,Tarjeta de crédito,Marketplace,ALM-01,TR-016,TRK1561049427,Cancelada,Cliente satisfecho
VENT-0439,2025-06-25,2025-06-26,2025-07-02,CLI-006,SKU-0013,26.0,557.02,14482.52,14.5,2317.2,14699.75,PayPal,App Móvil,ALM-03,TR-007,TRK8668333607,Completada,Cliente satisfecho
VENT-0440,2024-02-10,2024-02-11,2024-02-12,CLI-070,SKU-0069,33.0,449.64,14838.12,9.0,2374.1,15876.79,Transferencia,Marketplace,ALM-09,TR-014,TRK6663176952,Cancelada,
VENT-0441,2024-07-23,2024-07-26,2024-08-03,CLI-019,SKU-0183,1.0,234.54,234.54,20.0,37.53,225.16,Stripe,Teléfono,ALM-01,TR-012,TRK9171872675,Completada,
VENT-0442,2025-06-15,2025-06-18,2025-06-19,CLI-098,SKU-0056,1.0,148.77,148.77,0.4,23.8,171.97,Mercado Pago,Presencial,ALM-07,TR-015,TRK1020741500,Completada,
VENT-0443,2024-04-04,2024-04-07,2024-04-14,CLI-033,SKU-0031,26.0,738.66,19205.16,0.5,3072.83,22181.96,Mercado Pago,App Móvil,ALM-03,TR-008,TRK3123741586,Devuelta,OK
VENT-0444,2026-01-20,2026-01-22,2026-01-25,CLI-095,SKU-0184,40.0,135.78,5431.2,0.2,868.99,6289.33,PayPal,Web,ALM-09,TR-014,TRK6403125657,Completada,
VENT-0445,2025-06-11,2025-06-13,2025-06-22,CLI-007,SKU-0006,39.0,752.75,29357.25,19.4,4697.16,28359.1,Transferencia,Teléfono,ALM-07,TR-004,TRK4823889367,Completada,OK
VENT-0446,2025-11-09,2025-11-11,2025-11-21,CLI-011,SKU-0025,34.0,805.9,27400.6,6.4,4384.1,30031.06,Efectivo,Presencial,ALM-09,TR-005,TRK2327342139,Completada,
VENT-0447,2024-11-27,2024-11-28,2024-12-02,CLI-082,SKU-0067,43.0,109.63,4714.09,7.3,754.25,5124.21,Cheque,E-commerce,ALM-01,TR-015,TRK6676450587,Pendiente,Cliente satisfecho
VENT-0448,2024-05-31,2024-05-31,2024-06-02,CLI-075,SKU-0181,18.0,790.58,14230.44,8.6,2276.87,15283.49,Tarjeta de crédito,Marketplace,ALM-03,TR-009,TRK4096747609,Completada,
VENT-0449,2025-06-09,2025-06-12,2025-06-19,CLI-089,SKU-0130,10.0,836.52,8365.2,13.1,1338.43,8607.79,Mercado Pago,Presencial,ALM-01,TR-005,TRK2679684601,Completada,Requiere seguimiento
VENT-0450,2024-05-19,2024-05-22,2024-05-23,CLI-065,SKU-0018,32.0,309.66,9909.12,6.5,1585.46,10850.49,Mercado Pago,Presencial,ALM-04,TR-014,TRK2338196008,Completada,Requiere seguimiento
VENT-0451,2024-04-06,2024-04-07,2024-04-15,CLI-059,SKU-0005,1.0,335.73,335.73,3.2,53.72,378.71,Stripe,Presencial,ALM-02,TR-018,TRK9888191285,Completada,Requiere seguimiento
VENT-0452,2025-02-11,2025-02-11,2025-02-26,CLI-045,SKU-0145,2.0,329.49,658.98,17.3,105.44,650.42,Tarjeta de crédito,Web,ALM-08,TR-020,TRK1742569971,Completada,Cliente satisfecho
VENT-0453,2024-09-05,2024-09-06,2024-09-13,CLI-055,SKU-0105,2.0,143.03,286.06,2.6,45.77,324.39,Tarjeta de crédito,Web,ALM-02,TR-024,TRK4897147494,Completada,
VENT-0454,2024-05-08,2024-05-08,2024-05-19,CLI-073,SKU-0189,41.0,441.77,18112.57,7.0,2898.01,19742.7,Efectivo,Marketplace,ALM-06,TR-001,TRK7139154182,En proceso,
VENT-0455,2024-02-17,2024-02-19,2024-02-28,CLI-099,SKU-0188,49.0,306.84,15035.16,7.6,2405.63,16298.12,Transferencia,Teléfono,ALM-08,TR-014,TRK5241605559,Pendiente,Urgente
VENT-0456,2025-01-09,2025-01-12,2025-01-21,CLI-004,SKU-0028,40.0,170.49,6819.6,4.7,1091.14,7590.22,Stripe,App Móvil,ALM-04,TR-024,TRK6622660439,Completada,Cliente satisfecho
VENT-0457,2025-02-23,2025-02-24,2025-02-26,CLI-031,SKU-0090,36.0,868.88,31279.68,1.7,5004.75,35752.68,Efectivo,Web,ALM-03,TR-015,TRK6082118323,Devuelta,
VENT-0458,2024-12-25,2024-12-28,2024-12-28,CLI-066,SKU-0101,27.0,662.87,17897.49,7.7,2863.6,19382.98,Mercado Pago,Teléfono,ALM-05,TR-003,TRK9580441802,Devuelta,Cliente satisfecho
VENT-0459,2024-06-12,2024-06-12,2024-06-23,CLI-080,SKU-0076,31.0,473.67,14683.77,1.6,2349.4,16798.23,Transferencia,Presencial,ALM-01,TR-002,TRK5005698566,Pendiente,OK
VENT-0460,2024-08-02,2024-08-04,2024-08-03,CLI-039,SKU-0038,9.0,288.23,2594.07,17.3,415.05,2560.35,Efectivo,App Móvil,ALM-07,TR-024,TRK8532943262,Completada,
VENT-0461,2024-09-15,2024-09-17,2024-09-18,CLI-020,SKU-0023,22.0,732.5,16115.0,8.7,2578.4,17291.4,Efectivo,Presencial,ALM-10,TR-006,TRK8262602361,Pendiente,
VENT-0462,2026-03-03,2026-03-04,2026-03-12,CLI-099,SKU-0032,7.0,636.46,4455.22,12.2,712.84,4624.52,PayPal,Web,ALM-09,TR-005,TRK2991143886,Completada,Urgente
VENT-0463,2024-10-21,2024-10-22,2024-11-02,CLI-030,SKU-0079,15.0,369.89,5548.35,11.7,887.74,5786.93,Tarjeta de crédito,Marketplace,ALM-09,TR-009,TRK7035081009,Pendiente,
VENT-0464,2024-06-13,2024-06-15,2024-06-18,CLI-045,SKU-0026,7.0,894.37,6260.59,3.6,1001.69,7036.9,Transferencia,App Móvil,ALM-05,TR-003,TRK1800960335,Completada,
VENT-0465,2025-06-24,2025-06-27,2025-06-25,CLI-091,SKU-0103,4.0,348.76,1395.04,14.9,223.21,1410.39,Mercado Pago,Teléfono,ALM-08,TR-005,TRK2653779563,Completada,
VENT-0466,2025-07-17,2025-07-17,2025-07-19,CLI-021,SKU-0016,45.0,261.32,11759.4,11.9,1881.5,12241.53,Tarjeta de crédito,Presencial,ALM-01,TR-001,TRK6196294531,Devuelta,
VENT-0467,2025-08-26,2025-08-29,2025-09-08,CLI-031,SKU-0028,49.0,651.89,31942.61,15.0,5110.82,32262.04,Stripe,Marketplace,ALM-07,TR-002,TRK4982778388,En proceso,
VENT-0468,2025-10-13,2025-10-16,2025-10-27,CLI-093,SKU-0130,17.0,178.82,3039.94,13.0,486.39,3131.14,PayPal,Presencial,ALM-06,TR-001,TRK3700187194,Completada,
VENT-0469,2024-05-02,2024-05-02,2024-05-10,CLI-057,SKU-0088,15.0,370.16,5552.4,3.3,888.38,6257.55,Transferencia,Marketplace,ALM-09,TR-022,TRK4198364980,Devuelta,
VENT-0470,2025-04-24,2025-04-24,2025-05-01,CLI-100,SKU-0120,39.0,708.36,27626.04,14.3,4420.17,28095.69,Tarjeta de crédito,E-commerce,ALM-01,TR-018,TRK7938817989,Completada,
VENT-0471,2025-01-28,2025-01-30,2025-02-05,CLI-026,SKU-0174,39.0,803.29,31328.31,11.8,5012.53,32644.1,Cheque,Web,ALM-09,TR-007,TRK7378733647,Completada,
VENT-0472,2024-01-08,2024-01-09,2024-01-21,CLI-058,SKU-0108,36.0,790.63,28462.68,18.0,4554.03,27893.43,Efectivo,Marketplace,ALM-01,TR-022,TRK7653080344,En proceso,OK
VENT-0473,2024-10-27,2024-10-28,2024-11-09,CLI-065,SKU-0009,1.0,235.77,235.77,5.1,37.72,261.47,Mercado Pago,Teléfono,ALM-04,TR-013,TRK5140386115,Completada,
VENT-0474,2025-11-15,2025-11-18,2025-11-24,CLI-051,SKU-0150,3.0,731.47,2194.41,7.7,351.11,2376.55,Efectivo,E-commerce,ALM-05,TR-013,TRK8157055313,Completada,Urgente
VENT-0475,2025-12-07,2025-12-07,2025-12-11,CLI-057,SKU-0175,44.0,385.21,16949.24,8.7,2711.88,18186.54,PayPal,Presencial,ALM-03,TR-003,TRK2382352682,Completada,Urgente
VENT-0476,2024-01-10,2024-01-11,2024-01-14,CLI-039,SKU-0038,25.0,158.16,3954.0,9.6,632.64,4207.06,Efectivo,Web,ALM-09,TR-025,TRK4357675979,Pendiente,
VENT-0477,2024-08-15,2024-08-16,2024-08-20,CLI-090,SKU-0192,45.0,190.0,8550.0,10.8,1368.0,8994.6,PayPal,Presencial,ALM-09,TR-003,TRK1946570644,Completada,Cliente satisfecho
VENT-0478,2024-01-16,2024-01-18,2024-01-30,CLI-014,SKU-0190,28.0,580.55,16255.4,16.2,2600.86,16222.89,Transferencia,Web,ALM-03,TR-004,TRK5601062139,Devuelta,Requiere seguimiento
VENT-0479,2025-02-17,2025-02-18,2025-02-21,CLI-098,SKU-0183,36.0,891.33,32087.88,14.0,5134.06,32729.64,Stripe,Marketplace,ALM-06,TR-008,TRK1389618943,Completada,Requiere seguimiento
VENT-0480,2024-09-22,2024-09-23,2024-09-30,CLI-003,SKU-0031,49.0,320.91,15724.59,10.0,2515.93,16668.06,PayPal,Marketplace,ALM-07,TR-004,TRK6669602939,Completada,Requiere seguimiento
VENT-0481,2025-07-13,2025-07-13,2025-07-28,CLI-042,SKU-0191,49.0,831.52,40744.48,2.2,6519.12,46367.22,Cheque,E-commerce,ALM-06,TR-004,TRK1575467238,En proceso,OK
VENT-0482,2025-10-16,2025-10-16,2025-10-29,CLI-065,SKU-0026,22.0,389.82,8576.04,3.1,1372.17,9682.35,Stripe,Marketplace,ALM-08,TR-006,TRK2646485998,Completada,Cliente satisfecho
VENT-0483,2026-03-01,2026-03-03,2026-03-08,CLI-038,SKU-0112,49.0,690.52,33835.48,19.8,5413.68,32549.73,Mercado Pago,E-commerce,ALM-08,TR-005,TRK5452500113,Completada,OK
VENT-0484,2025-04-19,2025-04-19,2025-04-25,CLI-014,SKU-0007,30.0,262.86,7885.8,16.5,1261.73,7846.37,Cheque,Presencial,ALM-08,TR-018,TRK4232557668,Devuelta,
VENT-0485,2025-06-26,2025-06-26,2025-07-09,CLI-028,SKU-0026,32.0,354.44,11342.08,19.6,1814.73,10933.76,Transferencia,E-commerce,ALM-05,TR-003,TRK8905044610,En proceso,OK
VENT-0486,2024-12-06,2024-12-08,2024-12-19,CLI-086,SKU-0047,25.0,139.85,3496.25,11.3,559.4,3660.57,Mercado Pago,E-commerce,ALM-09,TR-013,TRK5214501853,Devuelta,
VENT-0487,2025-03-14,2025-03-16,2025-03-17,CLI-072,SKU-0133,20.0,897.63,17952.6,9.0,2872.42,19209.29,Tarjeta de crédito,E-commerce,ALM-07,TR-022,TRK1888518891,Devuelta,
VENT-0488,2025-02-14,2025-02-17,2025-02-21,CLI-091,SKU-0053,22.0,266.6,5865.2,11.0,938.43,6158.46,Stripe,Teléfono,ALM-06,TR-020,TRK1538504511,Cancelada,OK
VENT-0489,2024-09-26,2024-09-29,2024-10-06,CLI-078,SKU-0014,27.0,816.74,22051.98,13.9,3528.32,22515.07,Stripe,Teléfono,ALM-03,TR-002,TRK8275338348,En proceso,
VENT-0490,2025-09-10,2025-09-11,2025-09-18,CLI-034,SKU-0002,23.0,730.57,16803.11,13.7,2688.5,17189.58,Transferencia,Marketplace,ALM-07,TR-024,TRK9181077260,Devuelta,Urgente
VENT-0491,2026-01-25,2026-01-27,2026-02-01,CLI-033,SKU-0199,1.0,351.42,351.42,13.6,56.23,359.86,Cheque,Web,ALM-08,TR-017,TRK7285140889,En proceso,Requiere seguimiento
VENT-0492,2024-01-29,2024-01-30,2024-02-12,CLI-033,SKU-0041,28.0,780.43,21852.04,11.7,3496.33,22791.68,Mercado Pago,Marketplace,ALM-05,TR-005,TRK4629583299,Devuelta,
VENT-0493,2024-03-02,2024-03-03,2024-03-05,CLI-052,SKU-0192,9.0,464.35,4179.15,4.1,668.66,4676.46,Stripe,Teléfono,ALM-08,TR-004,TRK9104634333,Cancelada,
VENT-0494,2024-06-10,2024-06-12,2024-06-12,CLI-063,SKU-0028,28.0,231.51,6482.28,15.6,1037.16,6508.2,Efectivo,Presencial,ALM-09,TR-013,TRK1999391477,En proceso,
VENT-0495,2024-07-02,2024-07-03,2024-07-03,CLI-014,SKU-0109,38.0,106.29,4039.02,11.7,646.24,4212.69,Transferencia,App Móvil,ALM-07,TR-019,TRK1059760920,Pendiente,
VENT-0496,2025-03-08,2025-03-08,2025-03-22,CLI-087,SKU-0102,18.0,496.36,8934.48,1.5,1429.52,10229.98,Tarjeta de crédito,E-commerce,ALM-08,TR-025,TRK5285484833,Cancelada,
VENT-0497,2024-02-03,2024-02-05,2024-02-13,CLI-058,SKU-0200,3.0,810.54,2431.62,13.7,389.06,2487.55,Transferencia,Teléfono,ALM-03,TR-014,TRK8881826467,Completada,Cliente satisfecho
VENT-0498,2025-03-27,2025-03-28,2025-04-06,CLI-036,SKU-0097,37.0,279.1,10326.7,2.3,1652.27,11741.46,Efectivo,E-commerce,ALM-07,TR-008,TRK9612824095,Completada,
VENT-0499,2024-06-09,2024-06-11,2024-06-19,CLI-095,SKU-0102,49.0,843.7,41341.3,5.2,6614.61,45806.16,Stripe,Marketplace,ALM-09,TR-011,TRK3592541687,Completada,
VENT-0500,2025-07-07,2025-07-07,2025-07-10,CLI-060,SKU-0180,11.0,893.05,9823.55,9.9,1571.77,10422.79,PayPal,Web,ALM-07,TR-008,TRK5500086353,Cancelada,
VENT-0501,2024-12-05,2024-12-06,2024-12-13,CLI-017,SKU-0111,46.0,435.83,20048.18,7.9,3207.71,21672.08,Mercado Pago,Teléfono,ALM-09,TR-021,TRK6599445068,Completada,OK
VENT-0502,2025-04-08,2025-04-08,2025-04-17,CLI-034,SKU-0160,48.0,601.28,28861.44,7.5,4617.83,31314.66,Mercado Pago,Marketplace,ALM-07,TR-010,TRK4504970480,Cancelada,OK
VENT-0503,2024-02-15,2024-02-15,2024-02-26,CLI-047,SKU-0193,27.0,777.19,20984.13,0.4,3357.46,24257.65,Stripe,Web,ALM-10,TR-006,TRK3555599455,Completada,
VENT-0504,2024-08-31,2024-08-31,2024-09-05,CLI-099,SKU-0020,24.0,721.3,17311.2,18.9,2769.79,16809.17,Efectivo,Marketplace,ALM-10,TR-002,TRK3511617773,Completada,
VENT-0505,2024-06-20,2024-06-21,2024-06-26,CLI-045,SKU-0050,16.0,265.03,4240.48,0.1,678.48,4914.72,Tarjeta de crédito,Web,ALM-03,TR-012,TRK8753964973,En proceso,
VENT-0506,2024-12-02,2024-12-02,2024-12-06,CLI-015,SKU-0159,47.0,280.99,13206.53,6.8,2113.04,14421.53,Mercado Pago,E-commerce,ALM-10,TR-017,TRK4364538913,Completada,
VENT-0507,2024-06-16,2024-06-19,2024-06-19,CLI-025,SKU-0042,19.0,779.84,14816.96,7.9,2370.71,16017.13,Tarjeta de crédito,Marketplace,ALM-01,TR-012,TRK1989953171,Completada,Cliente satisfecho
VENT-0508,2025-03-30,2025-04-01,2025-04-12,CLI-097,SKU-0070,6.0,229.35,1376.1,11.6,220.18,1436.65,PayPal,E-commerce,ALM-06,TR-020,TRK1242415839,Completada,
VENT-0509,2025-08-25,2025-08-27,2025-08-30,CLI-064,SKU-0103,13.0,160.2,2082.6,9.2,333.22,2224.22,Transferencia,Web,ALM-01,TR-013,TRK9988966037,Completada,OK
VENT-0510,2025-04-02,2025-04-02,2025-04-14,CLI-044,SKU-0160,7.0,568.77,3981.39,3.6,637.02,4475.08,Transferencia,Web,ALM-08,TR-012,TRK2721346755,Cancelada,Cliente satisfecho
VENT-0511,2025-02-12,2025-02-14,2025-02-19,CLI-061,SKU-0082,10.0,634.22,6342.2,10.2,1014.75,6710.05,Tarjeta de crédito,Teléfono,ALM-01,TR-020,TRK2828468280,Devuelta,
VENT-0512,2025-06-29,2025-07-01,2025-07-05,CLI-004,SKU-0002,37.0,574.47,21255.39,13.2,3400.86,21850.54,Mercado Pago,Teléfono,ALM-05,TR-002,TRK1820561513,Completada,
VENT-0513,2024-11-21,2024-11-21,2024-11-26,CLI-046,SKU-0177,15.0,788.05,11820.75,7.1,1891.32,12872.8,Transferencia,App Móvil,ALM-03,TR-004,TRK5746228612,Completada,
VENT-0514,2024-05-23,2024-05-25,2024-05-31,CLI-067,SKU-0114,32.0,833.86,26683.52,9.2,4269.36,28498.0,PayPal,Teléfono,ALM-06,TR-023,TRK8478607503,Completada,
VENT-0515,2025-10-05,2025-10-07,2025-10-17,CLI-012,SKU-0129,35.0,289.01,10115.35,16.4,1618.46,10074.89,PayPal,Web,ALM-10,TR-006,TRK5162369515,Pendiente,OK
